"doi","article_id","title","year","license_url","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.1177/09567976231223130","09567976231223130","Observers Efficiently Extract the Minimal and Maximal Element in Perceptual Magnitude Sets: Evidence for a Bipartite Format","2024","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976231223130.pdf","xml/psychsci_oa.09567976231223130.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231223410","09567976231223410","Synchrony Influences Estimates of Cooperation in a Public-Goods Game","2024","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976231223410.pdf","xml/psychsci_oa.09567976231223410.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241227411","09567976241227411","Verbal Aggressions Against Major League Baseball Umpires Affect Their Decision Making","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241227411.pdf","xml/psychsci_oa.09567976241227411.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241228504","09567976241228504","People Endorse Harsher Policies in Principle Than in Practice: Asymmetric Beliefs About Which Errors to Prevent Versus Fix","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241228504.pdf","xml/psychsci_oa.09567976241228504.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241232891","09567976241232891","Biases in Improvement Decisions: People Focus on the Relative Reduction in Bad Outcomes","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241232891.pdf","xml/psychsci_oa.09567976241232891.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241232905","09567976241232905","On the Efficacy of Accuracy Prompts Across Partisan Lines: An Adversarial Collaboration","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241232905.pdf","xml/psychsci_oa.09567976241232905.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241235931","09567976241235931","Distinct Constellations of Common Risk Factors Differentially Relate to Executive-Function Ability in Children","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241235931.pdf","xml/psychsci_oa.09567976241235931.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241235932","09567976241235932","Oscillatory Coupling Between Neural and Cardiac Rhythms","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241235932.pdf","xml/psychsci_oa.09567976241235932.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241239932","09567976241239932","The Formation of Negative Attitudes Toward Novel Groups","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241239932.pdf","xml/psychsci_oa.09567976241239932.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241239935","09567976241239935","Disagreement Gets Mistaken for Bad Listening","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241239935.pdf","xml/psychsci_oa.09567976241239935.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241242105","09567976241242105","Adolescents’ Perceptions of Household Chaos Predict Their Adult Mental Health: A Twin-Difference Longitudinal Cohort Study","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241242105.pdf","xml/psychsci_oa.09567976241242105.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241243370","09567976241243370","Variety Is the Spice of Life: Diverse Social Networks Are Associated With Social Cohesion and Well-Being","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241243370.pdf","xml/psychsci_oa.09567976241243370.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241245695","09567976241245695","Divergent and Convergent Creativity Are Different Kinds of Foraging","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241245695.pdf","xml/psychsci_oa.09567976241245695.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241246561","09567976241246561","Neural Signatures of Evidence Accumulation Encode Subjective Perceptual Confidence Independent of Performance","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241246561.pdf","xml/psychsci_oa.09567976241246561.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241254312","09567976241254312","Ambivalent Sexism and Tolerance of Violence Against Women in India","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241254312.pdf","xml/psychsci_oa.09567976241254312.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241258149","09567976241258149","Why Twitter Sometimes Rewards What Most People Disapprove of: The Case of Cross-Party Political Relations","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241258149.pdf","xml/psychsci_oa.09567976241258149.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241260247","09567976241260247","Intervening After Trauma: Child–Parent Psychotherapy Treatment Is Associated With Lower Pediatric Epigenetic Age Acceleration","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241260247.pdf","xml/psychsci_oa.09567976241260247.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241260251","09567976241260251","Not All Powerful People Are Created Equal: An Examination of Gender and Pathways to Social Hierarchy Through the Lens of Social Cognition","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241260251.pdf","xml/psychsci_oa.09567976241260251.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241263344","09567976241263344","Statistical Learning Facilitates Access to Awareness","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241263344.pdf","xml/psychsci_oa.09567976241263344.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241263347","09567976241263347","Directing Attention Shapes Learning in Adults but Not Children","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241263347.pdf","xml/psychsci_oa.09567976241263347.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241265037","09567976241265037","On the Unequal Burden of Obesity: Obesity’s Adverse Consequences Are Contingent on Regional Obesity Prevalence","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241265037.pdf","xml/psychsci_oa.09567976241265037.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241266516","09567976241266516","People Place Larger Bets When Risky Choices Provide a Postbet Option to Cash Out","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241266516.pdf","xml/psychsci_oa.09567976241266516.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241267854","09567976241267854","Children Sustain Cooperation in a Threshold Public-Goods Game Even When Seeing Others’ Outcomes","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241267854.pdf","xml/psychsci_oa.09567976241267854.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241271330","09567976241271330","The Gender-Equality Paradox in Intraindividual Academic Strengths: A Cross-Temporal Analysis","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241271330.pdf","xml/psychsci_oa.09567976241271330.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241279203","09567976241279203","The Well-Being Costs of Informal Caregiving","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241279203.pdf","xml/psychsci_oa.09567976241279203.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241279291","09567976241279291","Cognitive Maps for a Non-Euclidean Environment: Path Integration and Spatial Memory on a Sphere","2024","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976241279291.pdf","xml/psychsci_oa.09567976241279291.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241286865","09567976241286865","Differences Between Lifelong Singles and Ever-Partnered Individuals in Big Five Personality Traits and Life Satisfaction","2024","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976241286865.pdf","xml/psychsci_oa.09567976241286865.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241293999","09567976241293999","*Co-Occurrence and Causality Among ADHD, Dyslexia, and Dyscalculia","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976241293999.pdf","xml/psychsci_oa.09567976241293999.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241311920","09567976241311920","Becoming an Ovambo Adult: Growing Into Agentic Communalism in Sub-Saharan Africa","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976241311920.pdf","xml/psychsci_oa.09567976241311920.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976241311923","09567976241311923","Verbal Fluency Selectively Predicts Survival in Old and Very Old Age","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976241311923.pdf","xml/psychsci_oa.09567976241311923.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251314972","09567976251314972","*Reluctance to Downplay: Asymmetric Sensitivity to Differences in the Severity of Moral Transgressions","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251314972.pdf","xml/psychsci_oa.09567976251314972.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251319038","09567976251319038","*Deconfounding Sex and Sex of Partner in Mate-Preference Research","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251319038.pdf","xml/psychsci_oa.09567976251319038.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251321382","09567976251321382","Differentiation in Cognitive Abilities Beyond
                    <i>g</i>
                    : The Emergence of Domain-Specific Variance in Childhood","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251321382.pdf","xml/psychsci_oa.09567976251321382.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251325518","09567976251325518","Disagreeing Perspectives Enhance Inner-Crowd Wisdom for Difficult (but Not Easy) Questions","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251325518.pdf","xml/psychsci_oa.09567976251325518.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251325789","09567976251325789","Where Do Children Look When Watching Videos With Same-Language Subtitles?","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251325789.pdf","xml/psychsci_oa.09567976251325789.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251330290","09567976251330290","An Illusion of Time Caused by Repeated Experience","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251330290.pdf","xml/psychsci_oa.09567976251330290.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251331039","09567976251331039","Signal Intrusion Explains Divergent Effects of Visual Distraction on Working Memory","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251331039.pdf","xml/psychsci_oa.09567976251331039.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251331040","09567976251331040","Participating in a Digital-History Project Mobilizes People for Symbolic Justice and Better Intergroup Relations Today","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251331040.pdf","xml/psychsci_oa.09567976251331040.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251331041","09567976251331041","Co-Speech Hand Gestures Are Used to Predict Upcoming Meaning","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251331041.pdf","xml/psychsci_oa.09567976251331041.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251331042","09567976251331042","Infant Gaze Following Is Stable Across Markedly Different Cultures and Resilient to Family Adversities Associated With War and Climate Change","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251331042.pdf","xml/psychsci_oa.09567976251331042.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251331053","09567976251331053","Doubling-Back Aversion: A Reluctance to Make Progress by Undoing It","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251331053.pdf","xml/psychsci_oa.09567976251331053.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251333666","09567976251333666","Commentary on Eskreis-Winkler and Fishbach (2019): A Tendency to Answer Consistently Can Generate Apparent Failures to Learn From Failure","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251333666.pdf","xml/psychsci_oa.09567976251333666.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251335583","09567976251335583","Are There Really People With No Inner Voice? Commentary on Nedergaard and Lupyan (2024)","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251335583.pdf","xml/psychsci_oa.09567976251335583.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251335585","09567976251335585","What We Think Others Think and Do About Climate Change: A Multicountry Test of Pluralistic Ignorance and Public-Consensus Messaging","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251335585.pdf","xml/psychsci_oa.09567976251335585.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251339195","09567976251339195","Economic Consequences of Numerical Adaptation","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251339195.pdf","xml/psychsci_oa.09567976251339195.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251344549","09567976251344549","How Convincing Is a Crowd? Quantifying the Persuasiveness of a Consensus for Different Individuals and Types of Claims","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251344549.pdf","xml/psychsci_oa.09567976251344549.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251346178","09567976251346178","Protecting Public Goods or Helping Free Riders? A Real-Life Moral Dilemma in Interethnic and Intraethnic Encounters","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251346178.pdf","xml/psychsci_oa.09567976251346178.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251347221","09567976251347221","Cognitive Abilities and Educational Attainment as Antecedents of Mental Disorders: A Total Population Study of Males","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251347221.pdf","xml/psychsci_oa.09567976251347221.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251349816","09567976251349816","Introspective Access or Retrospective Inference? Mind-Wandering Reports Are Shaped by Performance Feedback","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251349816.pdf","xml/psychsci_oa.09567976251349816.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251350958","09567976251350958","Native Now, Equity Now: Implicit Associations Between Native Peoples and the Past Predict Reduced Support for Racial Equity","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251350958.pdf","xml/psychsci_oa.09567976251350958.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251350960","09567976251350960","Adherence to Personal Resolutions Across Time, Culture, and Goal Domains","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251350960.pdf","xml/psychsci_oa.09567976251350960.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251350965","09567976251350965","Polygenic Associations With Educational Attainment in East Versus West Germany: Differences Emerge After Reunification","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251350965.pdf","xml/psychsci_oa.09567976251350965.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251351022","09567976251351022","Terminal Increases in Depressive Symptoms in a Multinational Twin Consortium","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251351022.pdf","xml/psychsci_oa.09567976251351022.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251353753","09567976251353753","Gender Essentialism Leads to Biased Learning Opportunities That Shape Women’s Career Interests","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251353753.pdf","xml/psychsci_oa.09567976251353753.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251355594","09567976251355594","“Stop the Count!”—How Reporting Partial Election Results Fuels Beliefs in Election Fraud","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251355594.pdf","xml/psychsci_oa.09567976251355594.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251365900","09567976251365900","Assortative Mating Is a Natural Consequence of Heritable Variation in Preferences and Preferred Traits","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251365900.pdf","xml/psychsci_oa.09567976251365900.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251370262","09567976251370262","Pseudo Effects: How Method Biases Can Produce Spurious Findings About Close Relationships","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251370262.pdf","xml/psychsci_oa.09567976251370262.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251372130","09567976251372130","Sexual Identity Development Milestones, Latent Profiles, and Proximal Minority Stressors in Australia’s Generation Z","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251372130.pdf","xml/psychsci_oa.09567976251372130.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251384975","09567976251384975","Mapping the Ecology of Risk: 100 Risky Choices of Modern Life","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251384975.pdf","xml/psychsci_oa.09567976251384975.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251391172","09567976251391172","One Action, Two Reference Frames: Compound Cognitive Maps of Object Location","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251391172.pdf","xml/psychsci_oa.09567976251391172.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251392219","09567976251392219","Do the Effects of a Preschool Language Intervention Last in the Long Run? A 4-Year Follow-Up Study","2025","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251392219.pdf","xml/psychsci_oa.09567976251392219.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251395074","09567976251395074","Representational Momentum Transcends Motion","2025","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251395074.pdf","xml/psychsci_oa.09567976251395074.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976251400338","09567976251400338","The 2008 Great Recession Lowered Americans’ Class Identity","2026","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976251400338.pdf","xml/psychsci_oa.09567976251400338.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"